"Book Id","ISBN","Bookshelf","Tags","Wishlist","Started Reading On","Ended Reading On","Pages Read","Read","My Rating","Note","Title","Subtitle","Language","Categories","Authors","Illustrators","Translators","Editors","Narrators","Photographers","Publisher","Page Count","Published At","Format","Series","Volume","Loan Type","Loan Name","Loan Start Date","Loan Due Date","Purchase From","Purchase Price","Purchase Date","Description"
"2180861",,"My Books","",0,,,0,0,,,"New Insights For Easter","Easter Preaching At St James Dandenong 2017","English","Theology,Homiletics","Ven. Fr. Jeffrey Parker,Revd. Jeremy Watson","","","","","",,,"2017-01-01",,,,,,,,,,,
"2181033","9780195373455","My Books","",0,,"2017-09-07",184,1,,,"Kosovo: What Everyone Needs to Know","What Everyone Needs to Know","en","European History,Military History: Post WW2 Conflicts,Religious Intolerance, Persecution & Conflict","Tim Judah","","","","","","Oxford University Press, USA",184,"2008-09-29","paperback",,,,,,,,,,"On February 17, 2008, Kosovo declared its independence, becoming the seventh state to emerge from the break-up of the former Yugoslavia. A tiny country of just two million people, 90% of whom are ethnic Albanians, Kosovo is central-geographically, historically, and politically-to the future of the Western Balkans and, in turn, its potential future within the European Union. But the fate of both Kosovo, condemned by Serbian leaders as a ""fake state"" and the region as a whole, remains uncertain.

In Kosovo: What Everyone Needs to Know®, Tim Judah provides a straight-forward guide to the complicated place that is Kosovo. Judah, who has spent years covering the region, offers succinct, penetrating answers to a wide range of questions: Why is Kosovo important? Who are the Albanians? Who are the Serbs? Why is Kosovo so important to Serbs? What role does Kosovo play in the region and in the world? Judah reveals how things stand now and presents the history and geopolitical dynamics that have led to it. The most important of these is the question of the right to self-determination, invoked by the Kosovo Albanians, as opposed to right of territorial integrity invoked by the Serbs. For many Serbs, Kosovo's declaration of independence and subsequent recognition has been traumatic, a savage blow to national pride. Albanians, on the other hand, believe their independence rights an historical wrong: the Serbian conquest (Serbs say ""liberation"") of Kosovo in 1912.

For anyone wishing to ..."
"2180891",,"My Books","",0,,,0,0,,,"Holding On","A Tale For Boys","English","Fiction,Children's","F. J. Hopkins","","","","","","T. Nelson and Sons",,"1894-01-01",,,,,,,,,,,
"2181088","9780959540475","My Books","",0,,,0,0,,,"Rhythm Guitar Book/CD/Bonus DVD: For Beginner to Advanced Students",,"en","String Instruments,Guitar,Techniques Of Music / Music Tutorials","Gary Turner","","","","","","L.T.P. Publications",144,"2004-02-01","paperback",,,,,,,,,,"Shows you all the important open chords, Bar Chords & Rhythms used by todays Rhythm Guitarists. Over 130 chord progressions with suggested Rhythms. Special Sections on Transposing, reading sheet music and playing in a group. You do not need to read music to use this book or tape."
"2180381","9780851512662","My Books","",0,,,0,0,,,"The Cross: The Vindication of God","The Vindication of God","en","Religion: General,Biblical Studies & Exegesis,Christian Theology","D. M. Lloyd-Jones","","","","","","Banner of Truth",20,"1988-06-01","paperback",,,,,,,,,,"Above all else, the cross of Christ is a vindication of the character of God."
"2879180","9780826155191","My Books","",0,,,0,0,,,"Compassion Fatigue and Burnout in Nursing, Second Edition: Enhancing Professional Quality of Life","Enhancing Professional Quality of Life","en","Nursing & Ancillary Services,Nursing,Nursing Specialties","Vidette Todaro-Franceschi","","","","","","Springer Publishing Company",322,"2019-03-20","paperback",,,,,,,,,,"""Dr. Todaro-Franceschi calls us to look with open eyes, open hearts, and open minds at the good, the bad, the ugly, and the ugliest in health care so that together we can cultivate a healthcare world in which compassion prevails and our shared humanity is embraced... It is up to all of us to hold and safeguard each other in this sacred work. Dr. Todaro-Franceschi helps us in this mission through this extraordinary book.""

Mary Koloroutis, RN, MSN

CEO Creative Health Care Management, Minneapolis, Minnesota

Co-Creator of the Relationship-Based Care Model

In this second edition of her seminal text, Dr. Todaro-Franceschi offers new insights on professional quality of life, incorporating current practice, research literature, and examples to show how contentment and happiness of the nursing workforce is related to quality of care. The book provides practical strategies for dealing with a myriad of issues, including compassion fatigue, burnout, moral distress, caring for the dying, PTSD, and workplace violence. This resource will help empower nurses so they can create a more compassionate work environment.

Written by an acknowledged expert in end of life education, professional quality of life, and clinical leadership, the text addresses the complex nature of well-being in the nursing workforce. Supported by research but written from a holistic and personal perspective, the text includes case studies and exercises that will help the reader to identify negative patterns and e..."
"767993","9780544003477","My Books","",0,,,0,0,,,"The Asylum",,"en","Thrillers,Romance,Historical Fiction","John Harwood","","","","","","Houghton Mifflin Harcourt",257,"2013-05-21","hardcover",,,,,,,,,,"A brilliant new Gothic thriller from the acclaimed author of The Ghost Writer and The Seance

Confused and disoriented, Georgina Ferrars awakens in a small room in Tregannon House, a private asylum in a remote corner of England. She has no memory of the past few weeks. The doctor, Maynard Straker, tells her that she admitted herself under the name Lucy Ashton the day before, then suffered a seizure. When she insists he has mistaken her for someone else, Dr. Straker sends a telegram to her uncle, who replies that Georgina Ferrars is at home with him in London: “Your patient must be an imposter.” 

Suddenly her voluntary confinement becomes involuntary. Who is the woman in her uncle’s house? And what has become of her two most precious possessions, a dragonfly pin left to her by her mother and a writing case containing her journal, the only record of those missing weeks? Georgina’s perilous quest to free herself takes us from a cliffside cottage on the Isle of Wight to the secret passages of Tregannon House and into a web of hidden family ties on which her survival depends. 

Another delicious read from the author praised by Ruth Rendell as having “a gift for creating suspense, apparently effortlessly, as if it belongs in the nature of fiction.”"
"1419704","9780340561263","My Books","",0,,,0,0,,,"Evangelism Through The Local Church",,"en","Christian Mission & Evangelism","Michael Green","","","","","","Hodder & Stoughton General Division",578,"1993-01-01","paperback",,,,,,,,,,"Michael Green draws from a lifetime's experience in this seminal work on the theory and practice of evangelism. The best means of communicating effectively the good news of Christ is through the local church, he contends. He seeks here to stimulate vision and remove the hang-ups which so often accompany the very mention of evangelism."
"2180215",,"My Books","",0,,,0,0,,,"2 Corinthians","An Introduction And Commentary",,"","R. V. G. Tasker","","","","","",,,,,,,,,,,,,,
"2181016",,"My Books","",0,,,0,0,,,"A Geography of the U.S.S.R.",,"English","Geopolitics","John Peter Cole","","","","","","Penguin",326,"1967-01-01",,,,,,,,,,,
"2180156","9780340785850","My Books","",0,,,0,0,,,"In the Beginning: The Story of the King James Bible","The Story of the King James Bible and how it Changed a Nation, a Language and a Culture","en","Biblical Commentaries","Alister McGrath","","","","","","Hodder & Stoughton General Division",340,"2001-01-01","paperback",,,,,,,,,,"The King James Bible was a landmark in the history of the English language, and an inspiration to poets, dramatists, artists and politicians. Without the King James Bible there would have been no Paradise Lost, no Pilgrim's Progress, no Handel's Messiah. Yet more than a literary, even more than a religious influence, it was seen as a social, economic and political text. Those seeking to overthrow the English monarchy and those wanting to retain it, both sought support from the same Bible. So how did this remarkable translation come to be written? To answer this question is to throw open the doors of a world which was being transformed by the new technology of printing. In reading about the greatest English text ever produced we must close our eyes to our own world in which books are plentiful and readily available and enter another, very different universe..."
"2180343",,"My Books","",0,,,0,0,,,"Westminster Sermons Volume One","At Morning Worship","English","Sermons,English","William Edwin Sangster","","","","","","Epworth Press",162,"1960-01-01",,,,,,,,,,,
"2180860",,"My Books","",0,,,0,0,,,"Magil's Linear School Bible","The Five Books of Moses","English","Theology,Biblical Studies","Joseph Magil","","","","","","Hebrew Publishing Co.",,"1905-01-01",,,,,,,,,,,
"2180132",,"My Books","",0,,,0,0,,,"Holy Bible","Illustrated",,"","None","","","","","",,,,,,,,,,,,,,
"1912153","9781585582808","My Books","",0,,,0,0,,,"Exegetical Fallacies",,"en","Religion","D. A. Carson","","","","","","Baker Academic",160,"1996-03-01","ebook",,,,,,,,,,"This book offers updated explanations of the sins of interpretation to teach sound grammatical, lexical, cultural, theological, and historical Bible study practices. 
""A must for teachers, pastors, and serious Bible students.""--""Journal of the Evangelical Theological Society"""
"2180798",,"My Books","",0,,,0,0,,,"The New Illustrated Medical and Health Encyclopedia Vol. 2",,"English","History,Medical","Morris Fishbein","","","","","",,,"1970-01-01",,,,,,,,,,,
"2180751","9780567034397","My Books","",0,,,0,0,,,"Catholic Theology",,"en","Roman Catholicism, Roman Catholic Church,Christian Theology","Tracey Rowland","","","","","","Bloomsbury T&T Clark",280,"2017-03-09","paperback",,,,,,,"Parents",,"2018-05-29","Rowland showcases here the dominant contemporary approaches to doing Catholic theology. Chapter 1 offers a summary of the two International Theological Commission (ITC) documents on the discipline of Catholic theology. These documents set out the general principles which should govern any approach to Catholic theology (at least according to the ITC). The subsequent chapters each focus on one of four different approaches frequently found in contemporary Catholic academies: the approach of Thomists, members of the Communio milieu, members of the Concilium milieu and promoters of different varieties of Liberation Theology. 
Rowland's work is pitched at the level of first time students of theology who are trying to make sense of the methodological choices which undergird the different approaches to Catholic theology.
Rowland concludes with four appendices: a list of all Doctors of the Church, a list of all encyclicals since the 19th century, a list of the documents of the Second Vatican Council, and a list of definitions of the various Christological heresies which were the subject of the debates of the early Church Councils. 
These appendices will provide useful reference tables for young scholars, including seminarians."
"2180337","9781863551533","My Books","",0,,,0,0,,,"Child, Arise!",,"en","Christian Spirituality & Religious Experience,Christian Life & Practice,Violence In Society","Jane N Dowling","","","","","","Jane N. Dowling",272,"2019-12-02","paperback",,,,,,,,,,"A practical handbook for survivors of sexual abuse and those who support them. Follows the healing journey of the author, herself a survivor, inspired and guided by the scriptures. 'One of the most important books to have been written in a time of intense scrutiny and dark and disturbing exposure for the church' (Rev Dr David Ranson, Sydney College of Divinity). 'Offers a range of specifically chosen, biblically based, powerful prayer reflections enabling survivors to tap into their spiritual selves' (Dr Jennifer Herrick, sexual abuse survivor and theological scholar). 'Child, Arise! offers hope: it lifts the shame of child sexual abuse from ""victims"" and presents practical encouragement for ways to access light, vitality and insight in the darkest of times, when suffering seems unending; (John Ellis, lawyer and survivor)."
"470681","9780143038276","My Books","",0,,,0,0,,,"The Cold War","A New History","en","World,20th Century,International Relations","John Lewis Gaddis","","","","","","Penguin Books",352,"2006-12-26","paperback",,,,,,,"Parents",,"2018-05-29","The “dean of Cold War historians” (The New York Times) now presents the definitive account of the global confrontation that dominated the last half of the twentieth century. Drawing on newly opened archives and the reminiscences of the major players, John Lewis Gaddis explains not just what happened but why—from the months in 1945 when the U.S. and the U.S.S.R. went from alliance to antagonism to the barely averted holocaust of the Cuban Missile Crisis to the maneuvers of Nixon and Mao, Reagan and Gorbachev. Brilliant, accessible, almost Shakespearean in its drama, The Cold War stands as a triumphant summation of the era that, more than any other, shaped our own.

Gaddis is also the author of On Grand Strategy."
"2181144","9780470817940","My Books","",0,,,0,0,,,"Business Law",,"en","Commercial Law","Nickolas James","","","","","","Not Avail",642,"2010-01-01","paperback",,,,,,,,,,"The third edition of James' innovativetext continues to demonstrate business law principles in a clear and accessible style. The objective of a business law subject is to ensure that students acquire sufficient knowledge of the law of business so they can recognise and solve simple legal problems, organise their affairs in order to avoid more complex or serious legal problems and appreciate the connection of legal principles within a range of commercial environments.

Because the majority of students are required to study business law as part of either a commerce or business degree, this textbook follows a functional approach to the study of business law rather than doctrinal so the principles of business law are contextualised within a business environment.

Business students need to know more than what the law ""is,"" they need to know where to find it, how to read it, how to use it and how it impacts on all facets of business. Students who use this textbook will develop a greater awareness of the law and its broad application to business and commercial environments."
"2180882","9781848943766","My Books","",0,,,325,1,,,"Lord Peter Views the Body","Lord Peter Wimsey","en","Fiction","Dorothy L Sayers","","","","","","Hodder & Stoughton",325,"2009-10-15",,"Lord Peter Wimsey",,,,,,,,,"The fourth book in Dorothy L Sayers' classic Lord Peter Wimsey series, introduced by thriller writer Christopher Fowler - a must-read for fans of Agatha Christie's Poirot and Margery Allingham's Campion Mysteries. 'D. L. Sayers is one of the best detective story writers' Daily Telegraph Lord Peter Wimsey - expert on subjects as diverse as crosswords and cats - displays his detective genius in some of the cleverest mysteries ever devised. One solution requires expertise in fine wines; another calls on his knowledge of fine art. Lord Peter has the knack of being on the spot at just the right time to spot a thief or blackmail a blackmailer. Or even prevent a murder... Whatever the occasion, the aristocratic detective uses his razor-sharp mind and unerring instincts to unmask the guilty and go to the aid of their victims. 'She brought to the detective novel originality, intelligence, energy and wit.' P. D. James"
"2180797",,"My Books","",0,,,0,0,,,"The New Illustrated Medical and Health Encyclopedia Vol. 1",,"English","History,Medical","Morris Fishbein","","","","","",,,"1970-01-01",,,,,,,,,,,
"2180206",,"My Books","",0,,,0,0,,,"Galatians","An Introduction and commentary",,"","Alan Cole","","","","","",,,,,,,,,,,,,,
"196093","9780732909567","My Books","",0,,,541,1,,,"Ice Station",,"en","Contemporary Fiction,Thrillers","Matthew Reilly","","","","","","Pan Macmillan Australia",541,"1998-01-01","paperback","Shane Schofield",1,,,,,,,,"At a remote US ice station in Antarctica, a team of scientists has made an amazing discovery. They found something unbelievable buried deep below the surface - trapped inside a layer of ice 400 million years old.

Something made of metal...something which shouldn't be there...it's the discovery of a lifetime, a discovery of immeasurable value. And a discovery men will kill for.

Led by the enigmatic Lieutenant Shane Schofield, a crack team of US Marines is rushed to the ice station to secure this bizarre discovery for their nation. Meanwhile other countries have developed the same ideas, and are ready to pursue it swiftly and ruthlessly. Fortunately, Schofield's men are a tough unit, all set to follow their leader into hell.

They soon discover they just did..."
"2180821","9780994273369","My Books","",0,,"2017-08-23",54,1,,,"Phosphene",,"English","Poetry,Australian","Tamryn Bennett","","","","","","Rabbit Poetry Journal",54,"2016-01-01",,"Rabbit Poets Series",,,,,,,,,
"1315940","9781441266965","My Books","",0,,,0,0,,,"Peace Child: An Unforgettable Story of Primitive Jungle Treachery in the 20th Century",,"en","Biography & Autobiography","Don Richardson","","","","","","Bethany House Publishers",256,"2005-08-08","ebook",,,,,,,,,,"In this missionary classic, Don Richardson shares the story of how he and his wife risked their lives to share Christ with the cannibalistic Sawi people of New Guinea. Discover how they reached the hearts of these people, and be inspired to communicate Christ in a meaningful way."
"2180780",,"My Books","",0,,,0,0,,,"The Haynes Committee Report","On The Work And Future Of The Boys'Brigade","English","The Boys' Brigade","Sir George Haynes,Et. Al.","","","","","","The Boys' Brigade",,"1964-02-19",,,,,,,,,,,
"897881","9780687385362","My Books","",0,,,0,0,,,"The Wounded Heart of God: The Asian Concept of Han and the Christian Doctrine of Sin",,"en","Nature & Existence Of God,Christian Theology,Theology","Andrew Sung Park","","","","","","Abingdon Press",204,"1993-02-01","paperback",,,,,,,"Book Depository",,,"Traditional doctrines of sin and salvation center primarily on the moral agency of the sinner. Andrew Sung Park addresses the relational consequence of sin--the pervasive reality of victims' suffering and the scar from the sins of others who have wronged them. He asserts that one cannot grasp the full meaning of the sin and guilt of siners until one has looked at the concept han or the shame of the victims. If reconciliation with God and with other humans is to take place, not only must one's sin be repented and one's guilt forgiven, but the han of those who have been wronged must be healed."
"2180726",,"My Books","",0,,,0,0,,,"Slow Train Coming",,,"Music","Bob Dylan","","","","","",,,,,,,,,,,,,,
"225162","9780345449023","My Books","",0,,,0,0,,,"The New Essential Guide to Vehicles and Vessels: Star Wars",,"en","Space Opera,Action & Adventure","Haden Blackman","","","","","","Del Rey",224,"2003-09-30","paperback",,,,,,,,,,"From the beat-up landspeeders that whisk travelers between desert towns on Tatooine to Jabba the Hutt’s luxurious sail barge and the elegant Naboo Royal Starship, the vehicles and vessels in the Star Wars universe have captivated millions of delighted fans.

In light of the ever-expanding saga, the New Essential Guide to Vehicles and Vessels features completely updated entries that cover more than 150 ships, along with brand new, full-color illustrations by dazzling artist Ian Fullwood. This new volume encompasses craft from all five movies, the bestselling novels of the New Jedi Order, comics, TV specials, and games. Inside you will find:

• Detailed profiles and vital statistics for each vessel, including data covering the vehicle’s construction, size, maximum speed, and its role in Star Wars history
• A revealing Layman’s Guide to Technology, covering common terms applied to each class of vehicle
• An outline of engine technologies that drive the craft across the Star Wars galaxy, and of the unique weapons they boast
• Schematics for each vehicle, providing the reader with instant visual reference 

Discover the modifications Han Solo and Chewbacca made on the Millennium Falcon to make it one of the fastest vessels in the galaxy; the secrets of the Imperial All Terrain Armored Transport Walker, possibly the most formidable military vehicle ever assembled; the reasons the Tribubble Bongo Sub is the chosen way to navigate the watery depths of Naboo; and the unique and let..."
"2180914","9780141938530","My Books","",0,,,320,1,,,"The Great Adventures of Sherlock Holmes",,,"Juvenile Fiction","Arthur Conan Doyle","","","","","","Penguin UK",320,"2011-05-05",,,,,,,,,,,"From the strange case of 'The Red-Headed League' to the extraordinary tale of 'The Engineer's Thumb', Sherlock Holmes and his assistant Dr Watson grapple with treachery, murder, and ingenious crimes of all kinds. But no case is too challening for the immortal detective's unique power of deduction."
"774208","9780801064555","My Books","",0,,,0,0,,,"Taken by Communion: How the Lord's Supper Nourishes the Soul","How the Lord's Supper Nourishes the Soul","en","Religion,Christianity,Christian Theology","Dan Schmidt","","","","","","Baker Books",173,"2004-01-01","paperback",,,,,,,,,,"Most studies of the Lord's Supper ask, ""What happens when people take communion?"" Dan Schmidt challenges us to change our thinking. ""Communion is not about taking. . . . Jesus is the Lord, who gives. In his hands, the Supper becomes a parable of grace, where God's good gifts flow unchecked. We're meant to recline at this spot and linger in the nourishing presence of the Lord. We come not as takers of but as those about to be taken by communion."" Drawing from 1 Corinthians 11, Schmidt gives us practical and devotional reflection on communion. He paints a compelling picture of the transformation God calls for as the elements of communion bring us near to the one who wants to be a vital part of our daily lives. This is the story of a God who wants his people to be consumed by him alone. What is needed in worship, says Schmidt, is not so much to invoke God's presence as to pray for awareness that he is already among us. This thoughtful and unique approach to communion is a fine resource for worship leaders."
"2181235","9780253321145","My Books","",0,,,0,0,,,"To Mend the World: Foundations of Post-Holocaust Jewish Thought","Foundations of Post-Holocaust Jewish Thought","en","Philosophy,Oriental & Indian Philosophy,Religion: General","Emil L. Fackenheim","","","","","","Indiana University Press",358,"1994-06-01","paperback",,,,,,,"Book Depository",,,"""This subtle and nuanced study is clearly Fackenheim's most important book."" --Paul Mendes-Flohr

.."". magnificent in sweep and in execution of detail."" --Franklin H. Littell

In To Mend the World Emil L. Fackenheim points the way to Judaism's renewal in a world and an age in which all of our notions--about God, humanity, and revelation--have been severely challenged. He tests the resources within Judaism for healing the breach between secularism and revelation after the Holocaust. Spinoza, Rosenzweig, Hegel, Heidegger, and Buber figure prominently in his account."
"1265320","9780916441234","My Books","",0,,,0,0,,,"In His Steps",,"en","Christian Life & Practice,Bible Stories","Charles M. Sheldon","","","","","","Barbour Publishing",242,"1985-03-01","paperback",,,,,,,,,,"The story of a town whose citizens resolve to do nothing for a year without asking the question, ""What would Jesus do?"" has become a classic in Christian literature and is currently experiencing a revival as young people embrace this question for themselves."
"130163","9781471162862","My Books","",0,,,0,0,,,"Providence","A Novel","en","Crime,Thrillers,Fiction-related Items","Caroline Kepnes","","","","","","Simon & Schuster",367,"2018-07-01","paperback",,,,,,,,,,"Growing up as best friends in small-town New Hampshire, Jon and Chloe are the only ones who truly understand each other, though they can never find the words to tell one another the depth of their feelings. When Jon is finally ready to confess his feelings, he's suddenly kidnapped by his substitute teacher who is obsessed with H.P. Lovecraft and has a plot to save humanity.

Mourning the disappearance of Jon and facing the reality he may never return, Chloe tries to navigate the rites of entering young adulthood and ""fit in"" with the popular crowd, but thoughts of Jon are never far away. 

When Jon finally escapes, he discovers he now has an uncontrollable power that endangers anyone he has intense feelings for. He runs away to protect Chloe and find the answers to his new identity—but he's soon being tracked by a detective who is fascinated by a series of vigilante killings that appear connected. 

Whisking us on a journey through New England and crashing these characters' lives together in the most unexpected ways, Kepnes explores the complex relationship between love and identity, unrequited passion and obsession, self-preservation and self-destruction, and how the lines are often blurred between the two."
"147141","9780756983697","My Books","",0,,,0,0,,,"The Screwtape Letters","With, Screwtape Proposes a Toast","en","Classics,Religious & Spiritual Fiction","Clive Staples Lewis,Perfection Learning Corporation","","","","","","Perfection Learning",209,"2010-01-01","hardcover",,,,,,,,,,"A masterpiece of satire, this classic has entertained and enlightened readers the world over with its sly and ironic portrayal of human life from the vantage point of Screwtape, a senior tempter in the service of ""Our Father Below."" At once wildly comic, deadly serious, and strikingly original, C. S. Lewis gives us the correspondence of the worldly-wise old devil to his nephew Wormwood, a novice demon in charge of securing the damnation of an ordinary young man. The Screwtape Letters is the most engaging and humorous account of temptation—and triumph over it—ever written.

Now, for the first time, The Screwtape Letters is presented with its full text alongside helpful annotations provided by Lewis enthusiast and dramatist Paul McCusker. The notes include literary, theological, and biographical information to enhance Lewis's core themes and demystify complex ideas. McCusker also guides readers to concepts and references from the beloved author's other treasured volumes to deepen and enrich this timeless classic. The annotated edition is the ultimate guide for understanding the heavenly truths buried in these epistles from below."
"2180104","9780281082384","My Books","",0,,,0,0,,,"A New Eusebius","Documents Illustrating the History of the Church to A.D.337","en","Religion","James Stevenson","","","","","","SPCK",264,"2020-05-21","ebook",,,,,,,,,,"A source book for students of the patristic period and a companion volume to ""Creeds, Councils and Controversies"" and ""Doctrine and Practice in the Early Church"" This updated edition incorporates vital documents that were not available when the original collection was compiled."
"1371305","9780007332267","My Books","",0,,,0,0,,,"The Problem of Pain",,"en","Literary Criticism","C. S. Lewis","","","","","","William Collins",176,"2009-06-25","ebook",,,,,,,,,,"For centuries people have been tormented by one question above all: If God is good and all-powerful, why does he allow his creatures to suffer pain? And what of the suffering of animals, who neither deserve pain nor can be improved by it?

The greatest Christian thinker of our time sets out to disentangle this knotty issue. With his signature wealth of compassion and insight, C. S. Lewis offers answers to these crucial questions and shares his hope and wisdom to help heal a world hungry for a true understanding of human nature."
"2096806","9780729538626","My Books","",0,,,0,0,,,"Potter & Perry's Fundamentals Of Nursing",,"en","Nursing","Jackie Crisp","","","Catherine Taylor","","","Elsevier Australia",1516,"2008-01-01","hardcover",,,,,,,,,,"Fully revised third edition: Extensive Australian adaptation of a textbook on the fundamentals of nursing based on the USA text by Patricia A Potter and Anne Griffin Perry. Includes 15 new Australian chapters, plus other new and expanded content. Features in each chapter include learning objectives, key concepts and terms, critical thinking exercises, sample nursing care plans, procedural guidelines, research highlights, cultural aspects of care, recording and reporting guidelines, and references. This hardcover volume includes a companion CD-ROM for Windows or Macintosh and an access code for a related website. Includes over 1100 illustrations. Colour design throughout. Indexed."
"2181462","9780727019844","My Books","Anthropology,Indigenous Australians,Religious Studies",0,,,0,0,,,"The World of the First Australians : Aborigional Traditional Lfe : Past and Present","the-world-of-the-first-australians-aborigional-traditional-lfe-past-and-present",,"Anthropology","R. M; Berndt","","","","","","Rigby Publishers, Adelaide, Australia",,"1985-01-01","hardcover",,,,,,,,,,
"2180047",,"My Books","Theology,Ecclesiology,Anglicanism,The Episcopal Church in the USA,Anglican Church of Canada,Aesceticism",0,,,0,0,,,"Religious Communities in the American Episcopal Church and in the Anglican Church of Canada",,"English","Theology","Poor Clares of Reparation and Adoration","","","","","","Holy Cross Press",150,"1956-01-01",,,,,,,,,,,
"2180928","9780752900278","My Books","",0,,,868,1,,,"Lewis Carroll",,"en","Classics","Lewis Carroll","","","","","","Random House UK Ltd (A Division of Random House Group)",868,"1995-01-01","hardcover",,,,,,,,,,"A selection of 26 classic Carroll works that should become a favourite with young readers. The book uncovers the true stories behind each tale and shows how Carroll's poems mocked the humourless verses of his contemporaries. It also contains a biography of the inscrutable poet."
"24957","9780553496796","My Books","",0,,,0,0,,,"Hop on Pop",,"en","Board Books,Words,Picture Books","Dr. Seuss","","","","","","Random House Books for Young Readers",24,"2015-04-14","board",,,,,,,,,,"A sturdy board-book edition of Dr. Seuss’s Hop on Pop, now available in a larger size perfect for babies and toddlers! 

This abridged version of the classic Beginner Book Hop on Pop introduces the youngest readers to the wonderful world of Seussian wordplay. See RED and NED and TED and ED in BED. And giggle as PAT sits on a HAT and a CAT and a BAT . . . and almost on a cactus! (NO PAT NO, don’t sit on that.) A perfect gift for baby showers, birthdays, and happy occasions of all kinds, it is also a great way to show Pop some love on Father’s Day!"
"67057","9781566192972","My Books","",0,,,0,0,,,"The Art of War",,"en","Military History,Warfare & Defence,Military Engineering","Sun Tzu","","Ralph D. Sawyer","","","","Fall River Press",384,"1994-01-27","hardcover",,,,,,,,,,"An illuminating new look at the classic primer on warfare. Distinguishing itself from many previous versions, this contemporary translation of Sun-Tzu's landmark text acknowledges the work first and foremost as a masterpiece of military strategy. Translator Ralph Sawyer provides the most detailed introduction and commentary yet offered on the text, its author, and his age. Get inside the head of Sun-Tzu, and find out which significant historical battles influenced his thinking. Sawyer's exhaustive biographical research helps you separate the myth from the elusive man himself. Immerse yourself in the mindset of the Chinese military organization through an extensive overview of its history as well as its tactical use of chariots, horse and cavalry, armor and shields, and swords. Several supplementary sections illuminate relevant portions of the recently discovered tomb texts and ""lost writings,"" reputed to be earlier variants of the standard version. A glossary identifies figures and terms for the convenience of readers unfamiliar with Chinese history and writings."
"2181167","9780805372878","My Books","",0,,,0,0,,,"Martini's Atlas Of The Human Body","Atlas Of The Human Body","en","Anatomy,Physiology,Medical Charts, Colour Atlases","Frederic H. Martini,William C. Ober","","","","","","Benjamin-Cummings Publishing Company",151,"2006-01-01",,,,,,,,,,,"This companion atlas, which includes gross anatomy photos (surface anatomy and cadaver), a Scanning Atlas, and embryology summaries, has been expanded and moved out of the Applications Manual into a flexible, spiral-bound atlas. Like the Applications Manual, this new 128-page Atlas is packaged free with every new copy of the text and is referenced at appropriate points in the text. The Atlas, which includes more than new 60 anatomical photos by award-winning biomedical photographer Ralph Hutchings, is packaged with the new 3-D Anatomy CD-ROM."
"2180774",,"My Books","",0,,,0,0,,"Formerly the property of Richard Wolkow","Handbook For Junior Section Officers",,"English","The Boys' Brigade","The Boys' Brigade","","","","","","The Boys' Brigade",,"1984-05-01",,,,,,,,,,,
"994043","9780310519409","My Books","",0,,,0,0,,,"An Introduction To The New Testament",,"en","Biblical Studies & Exegesis","D.A. Carson,Leon L. Morris,Douglas J. Moo","","","","","","Zondervan Publishing Company",537,"1992-01-01","hardcover",,,,,,,,,,"The primary focus of An Introduction to the New Testament is on what used to be called ""special introduction"" - that is, on historical questions dealing with authorship, date, sources, purpose, destination, and so forth. Several recent books devote more than this one does to literary form, rhetorical criticism, and historical parallels. The authors do not minimize the importance of such topics, and they have introduced them where they directly bear on the subject at hand. But they feel that these topics are better given extended treatment in courses on exegesis, especially the exegesis of particular books. There has been too much focus on these topics at the expense of traditional questions of ""introduction, "" and this has tended to divorce the New Testament books from their historical settings. Although the emphasis in this book is on ""special introduction, "" the authors have included a brief outline of each New Testament document, sometimes providing a rationale for the choices they have made. In each case they have provided a brief account of current studies on the book, and indicated something of the theological contribution that each New Testament document makes to the canon. Their ultimate concern is that new generations of students will gain a better grasp of the Word of God."
"2181132","9780977568727","My Books","",0,,,0,0,,,"A Textbook of Australian Rural Health",,,"Electronic books","Siaw-Teng Liaw,Sue Kilpatrick","","","","","","Australian Rural Health Education Network",293,"2008-01-01",,,,,,,,,,,"""A textbook of Australian rural health is intended to be a national resource for all students, educators and professionals with an interest in rural health or a commitment to working in a rural setting.""--P. 3."
"213254","9781784702403","My Books","",0,,,0,0,,,"Pale Rider","The Spanish Flu of 1918 and How it Changed the World","en","World,History,Infectious Diseases","Laura Spinney","","","","","","Vintage",352,"2018-07-24","paperback",,,,,,,,,,"Read the devastating story of the Spanish flu - the twentieth century's greatest killer – and discover what it can teach us about the current Covid-19 pandemic.

'Both a saga of tragedies and a detective story... Pale Rider is not just an excavation but a reimagining of the past' Guardian With a death toll of between 50 and 100 million people and a global reach, the Spanish flu of 1918–1920 was the greatest human disaster, not only of the twentieth century, but possibly in all of recorded history. And yet, in our popular conception it exists largely as a footnote to World War I.

 In Pale Rider, Laura Spinney recounts the story of an overlooked pandemic, tracing it from Alaska to Brazil, from Persia to Spain, and from South Africa to Odessa. She shows how the pandemic was shaped by the interaction of a virus and the humans it encountered; and how this devastating natural experiment put both the ingenuity and the vulnerability of humans to the test.

 Laura Spinney demonstrates that the Spanish flu was as significant – if not more so – as two world wars in shaping the modern world; in disrupting, and often permanently altering, global politics, race relations, family structures, and thinking across medicine, religion and the arts.

‘Weaves together global history and medical science to great effect ... Riveting.’ Sunday Times"
